Close Date,Created Date,New Logo,Compagnie Region,Type,Stage,Billing Plan,Opportunity ID (18 Digit), ACV , Discount Amount , Amount , Net Amount 
10/9/16,10/10/16,0,North America,Direct - OnPremise Product,Closed Won - Paid,Quarterly,11007959731081700000,5328,,5328,5328
1/21/16,9/29/15,0,North America,Direct - OnPremise Product,Closed Lost,,48024618929507000000,17900,,17900,17900
11/17/15,11/4/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,63426100663825100000,17900,,17900,17900
11/10/16,10/21/15,0,North America,Direct - OnPremise Product,Closed Lost,,95808088533807800000,17900,,17900,17900
3/31/16,3/14/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,14526853596825500000,20460,3080,44000,40920
8/22/17,6/6/17,1,North America,Direct - OnPremise Product,Closed Lost,,85465016210905900000,22000,,22000,22000
8/22/17,2/27/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,82523467282527000000,22000,,22000,22000
9/6/17,3/22/17,1,North America,Partner - OnPremise Product,Closed Lost,,81048694053900300000,26700,,26700,26700
8/14/17,3/29/17,1,North America,Direct - OnPremise Product,Closed Lost,,93280356314202700000,22000,,22000,22000
8/22/17,4/12/17,1,North America,Direct - OnPremise Product,Closed Lost,,51215488084286100000,22000,,22000,22000
8/16/17,4/17/17,1,North America,Direct - OnPremise Product,Closed Lost,,34857512431662700000,22000,,22000,22000
8/21/17,6/21/17,1,North America,Direct - OnPremise Product,Closed Lost,,75955308664700700000,22000,,22000,22000
9/6/17,6/23/17,1,North America,Direct - Cloud Product,Closed Lost,,14230974925687100000,41000,       ,22000,22000
6/30/17,6/26/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,2 Years,56745981733809900000,24001,18242,44000,25758
8/21/17,6/26/17,1,North America,Direct - Cloud Product,Closed Lost,,58996532702124600000,41000,       ,22000,22000
8/30/17,7/17/17,1,North America,Partner - Cloud Product,Closed Lost,,27805712840922300000,41250,8000,32000,24000
8/21/17,7/21/17,1,North America,Partner - OnPremise Product,Closed Lost,,27133263915203000000,25600,,25600,25600
8/30/17,7/26/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,29138240469021900000,42400,13200,66000,52800
8/2/17,7/28/17,1,North America,Direct - OnPremise Product,Closed Won - Not Paid,2 Years,98722523194197900000,19800,4400,44000,39600
8/16/17,11/8/16,1,North America,Partner - OnPremise Product,Closed Lost,,24744732954113500000,28000,,28000,28000
9/5/17,11/10/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,49131286135916200000,22000,,22000,22000
8/14/17,11/22/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,68186727362867900000,54000,,54000,54000
8/22/17,1/17/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,81271956578452200000,19800,2200,22000,19800
8/15/17,1/17/17,1,North America,Partner - Cloud Product,Closed Lost,,22124388315976900000,38200,2800,41000,38200
8/22/17,1/26/17,1,North America,Partner - OnPremise Product,Closed Lost,,86983632500451200000,32400,3600,36000,32400
8/22/17,1/30/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,69621861693251500000,19500,2500,22000,19500
8/22/17,2/9/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,54727064449048800000,22000,,22000,22000
8/14/17,2/9/17,1,North America,Partner - OnPremise Product,Closed Lost,,72882013462988500000,28000,,28000,28000
8/22/17,3/10/16,1,North America,Partner - OnPremise Product,Closed Lost,,50102611745896800000,44000,,44000,44000
9/6/17,9/13/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,50086226411780200000,20200,1800,22000,20200
6/16/17,5/8/17,1,North America,Partner - Cloud Product,Closed Won - Paid,2 Years,51502285123426000000,39050,18560,64000,45440
8/14/17,5/15/17,1,North America,Direct - Cloud Product,Closed Lost,,97311558886626500000,165000,       ,96000,96000
6/29/17,5/22/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,53692535865598500000,16576,17472,67200,49728
8/14/17,5/23/17,1,North America,Direct - OnPremise Product,Closed Lost,,72896443993958500000,19000,,19000,19000
7/19/17,6/9/17,1,North America,Direct - OnPremise Product,Closed Lost,,66845778407287200000,32000,,32000,32000
7/20/17,6/9/17,1,North America,Direct - OnPremise Product,Closed Lost,,60785655089008800000,22000,,22000,22000
6/20/17,6/13/17,1,North America,Direct - OnPremise Product,Closed Lost,,96021010450159000000,22000,,22000,22000
7/10/17,6/14/17,1,North America,Direct - OnPremise Product,Closed Lost,,42771250224825300000,22000,,22000,22000
3/28/17,2/22/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,50975424230104000000,59294,111600,225000,113400
3/31/17,2/24/17,1,North America,Direct - Cloud Product,Closed Won - Paid,Annual,45060640122276900000,28683,7700,22000,14300
4/13/17,3/1/17,1,North America,Direct - Cloud Product,Closed Lost,Annual,73578978782299300000,64000,,49000,49000
4/11/17,3/1/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,10427343293634500000,32000,,32000,32000
5/4/17,3/1/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,22505171089754500000,17920,8960,44800,35840
4/20/17,3/3/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,91951712523688500000,24600,26400,66000,39600
7/6/17,3/8/17,1,North America,Direct - OnPremise Product,Closed Lost,,36436030634913600000,32000,,32000,32000
7/6/17,3/17/17,1,North America,Direct - OnPremise Product,Closed Lost,,19423726612797600000,32000,,32000,32000
7/5/17,3/21/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,37168190745589800000,60900,44100,147000,102900
7/6/17,3/21/17,1,North America,Direct - OnPremise Product,Closed Lost,,98825183088359500000,32000,,32000,32000
7/6/17,3/21/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,60922696112961300000,10667,       ,32000,32000
4/25/17,3/22/17,1,North America,Direct - OnPremise Product,Closed Lost,,33059999386198200000,32000,,32000,32000
3/27/17,3/22/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,92424228972221500000,4500,,4500,4500
4/11/17,3/23/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,62268347018015900000,36370,38400,96000,57600
6/1/17,3/24/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,79789235844418300000,39738,26640,96000,69360
6/1/17,4/11/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,51122496231730200000,43450,20160,96000,75840
6/30/17,4/11/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,58323740558068900000,50460,61740,147000,85260
7/10/17,4/12/17,1,North America,Partner - Cloud Product,Closed Lost,Annual,28473905037987000000,32000,       ,32000,32000
7/6/17,4/18/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,29151695559281800000,32000,,32000,32000
7/6/17,4/18/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,18693413896420700000,32000,,32000,32000
5/17/17,4/19/17,1,North America,Direct - Cloud Product,Closed Lost,Annual,77390581166854300000,34850,3300,22000,18700
7/6/17,5/1/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,20196057795473000000,45650,16320,96000,79680
7/11/17,6/19/17,1,North America,Direct - OnPremise Product,Closed Lost,,21335352431850300000,22000,,22000,22000
8/16/17,6/20/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,34165323383093700000,46750,14400,96000,81600
7/19/17,6/28/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,28337690477525200000,33620,11880,66000,54120
6/30/17,6/29/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,4 Years,16427302304419600000,17136,21056,89600,68544
7/13/17,7/11/17,1,North America,Direct - OnPremise Product,Closed Lost,,41998241240672000000,32000,,32000,32000
1/31/17,11/3/16,1,North America,Direct - Cloud Product,Closed Won - Paid,3 Years,52433894697696300000,44582,14400,96000,81600
5/15/17,11/4/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,17517792716324200000,49500,9600,96000,86400
4/19/17,11/11/16,0,North America,Partner - Cloud Product,Closed Lost,3 Years,33041804773429400000,22000,       ,66000,66000
12/19/16,11/14/16,1,North America,Partner - Cloud Product,Closed Won - Paid,2 Years,37141169458771100000,35831,3800,44000,40200
12/21/16,11/15/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,57690895267536700000,43933,24000,96000,72000
4/6/17,11/23/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,74612352521310400000,22400,,22400,22400
1/19/17,11/28/16,0,North America,Partner - OnPremise Product,Closed Lost,2 Years,18931791127553500000,22000,,44000,44000
12/27/16,12/2/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,25287253131037500000,22400,28800,96000,67200
12/23/16,12/7/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,61375742450434600000,19800,6600,66000,59400
2/16/17,12/9/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,46708778443106700000,19800,6600,66000,59400
3/27/17,12/16/16,0,North America,Partner - OnPremise Product,Closed Lost,4 Years,79233338466256900000,14400,70400,128000,57600
12/22/16,12/16/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,75004896754419500000,22000,       ,22000,22000
7/10/17,12/20/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,89891311112923100000,22000,,22000,22000
2/8/17,12/20/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,49121574001468100000,49000,,49000,49000
4/11/17,1/3/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,89562533818875500000,22000,,22000,22000
5/10/17,1/4/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,81880405954328800000,61115,45570,147000,101430
2/6/17,1/5/17,1,North America,Direct - Cloud Product,Closed Won - Paid,3 Years,72899698953431200000,36370,38400,96000,57600
3/28/17,1/9/17,0,North America,Partner - Cloud Product,Closed Lost,Annual,23889536868418900000,31394,       ,31394,31394
2/16/17,1/9/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,32992982896361200000,22000,,22000,22000
4/11/17,1/10/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,55955816162208900000,22000,,22000,22000
3/20/17,1/19/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,96583163721111300000,32750,13200,66000,52800
7/6/17,1/20/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,88774126728101100000,32000,,32000,32000
3/22/17,1/20/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,77511321141147200000,30836,38880,96000,57120
3/20/17,1/20/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,23910771114915200000,20031,86906,147000,60094
3/2/17,1/23/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,75688069480312600000,40638,24000,96000,72000
2/1/17,1/31/17,0,North America,Partner - OnPremise Product,Closed Lost,,79041082853835800000,19200,,19200,19200
7/7/17,2/1/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,22890736674056800000,49000,       ,147000,147000
2/10/17,2/7/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,68594910523468800000,22000,       ,22000,22000
4/26/17,2/13/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,99843744748760100000,22000,       ,66000,66000
2/21/17,2/13/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,84741229431693100000,32000,,32000,32000
3/3/17,2/13/17,0,North America,Direct - Cloud Product,Closed Lost,Annual,24534260694887100000,50000,,32000,32000
4/18/17,2/14/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,58653624608108100000,32000,,32000,32000
4/12/17,2/14/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,19371131039453800000,22000,,22000,22000
2/16/17,2/14/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,17804776081201800000,32000,,32000,32000
7/5/17,2/15/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,78184196378435600000,32000,,32000,32000
2/17/16,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,83093006122352300000,17900,,17900,17900
9/2/15,8/27/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,62578913709474900000,17900,,17900,17900
9/3/15,8/24/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,42218300278354200000,17900,,17900,17900
9/14/15,8/6/15,0,North America,Partner - OnPremise Product,Closed Lost,,34845917620884100000,17900,,17900,17900
9/25/15,8/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,31808610073357200000,17900,,17900,17900
9/18/15,9/14/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,20389073259009100000,14320,7160,35800,28640
9/28/15,9/9/15,0,North America,Partner - OnPremise Product,Closed Lost,2 Years,64843928004988000000,15215,5370,35800,30430
7/6/16,9/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,13579996508504400000,32000,,32000,32000
10/16/15,10/15/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,10794918887613800000,17900,,17900,17900
9/30/15,8/24/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,83503944813414100000,26928,4752,31680,26928
2/17/16,8/10/15,0,North America,Partner - OnPremise Product,Closed Lost,,99779251824507900000,17900,,17900,17900
10/7/15,9/8/15,0,North America,Partner - OnPremise Product,Closed Lost,,61420716650099100000,17900,,17900,17900
2/18/16,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,89026566817259700000,17900,,17900,17900
10/15/15,9/8/15,0,North America,Partner - OnPremise Product,Closed Lost,,84022364221486000000,17900,,17900,17900
3/21/16,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,81634060723151000000,32000,,32000,32000
10/20/15,9/17/15,0,North America,Partner - OnPremise Product,Closed Lost,,41745802949328700000,17900,,17900,17900
1/27/16,8/31/15,0,North America,Partner - OnPremise Product,Closed Lost,,63161845412471300000,17900,,17900,17900
10/22/15,10/22/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,50756210469251400000,17900,,17900,17900
2/17/16,8/17/15,0,North America,Partner - OnPremise Product,Closed Lost,,12860316921901900000,17900,,17900,17900
10/20/15,10/19/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,89674001932624500000,21060,11149,74328,63179
11/9/15,9/8/15,0,North America,Direct - OnPremise Product,Closed Lost,,80875693925368000000,17900,,17900,17900
11/11/15,10/5/15,0,North America,Direct - OnPremise Product,Closed Lost,,27094786170460100000,17900,,17900,17900
11/6/15,10/29/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,27673687383981700000,16110,1790,17900,16110
11/10/15,9/17/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,67584136259967300000,14320,10740,53700,42960
11/17/15,11/11/15,0,North America,Direct - OnPremise Product,Closed Lost,,85343481346586400000,17900,,17900,17900
11/18/15,8/31/15,0,North America,Direct - OnPremise Product,Closed Lost,,58170622885504800000,17900,,17900,17900
2/18/16,8/25/15,0,North America,Direct - OnPremise Product,Closed Lost,,66271156219214900000,22000,,22000,22000
11/4/15,10/12/15,0,North America,Partner - OnPremise Product,Closed Lost,,30888169805461600000,17900,,17900,17900
11/24/15,11/11/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,93061853179879200000,22020,       ,22020,22020
12/1/15,10/8/15,0,North America,Partner - OnPremise Product,Closed Lost,,86157078736906000000,17900,,17900,17900
12/1/15,11/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,95010095472722700000,17900,,17900,17900
3/2/16,9/10/15,0,North America,Partner - OnPremise Product,Closed Lost,,69994458456915400000,22000,,22000,22000
1/3/17,10/27/15,0,North America,Partner - OnPremise Product,Closed Lost,,80057502942908900000,32000,,32000,32000
11/30/15,10/1/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,52597577954158800000,15573,6981,53700,46719
7/5/16,8/5/15,0,North America,Partner - OnPremise Product,Closed Lost,,53340784496540600000,89142,,89142,89142
4/5/16,11/30/15,0,North America,Partner - OnPremise Product,Closed Lost,,87025169195746800000,60000,,60000,60000
12/9/15,10/1/15,0,North America,Direct - OnPremise Product,Closed Lost,,65948834008858900000,13780,,13780,13780
11/17/15,9/14/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,53945419320894000000,27878,39917,123552,83635
2/18/16,11/25/15,0,North America,Partner - OnPremise Product,Closed Lost,,64278098037258100000,22000,,22000,22000
12/15/15,10/5/15,0,North America,Partner - OnPremise Product,Closed Lost,,91680859866856900000,17900,,17900,17900
12/16/15,8/4/15,0,North America,Direct - OnPremise Product,Closed Lost,,40029504480164200000,17900,,17900,17900
5/11/16,11/16/15,0,North America,Direct - OnPremise Product,Closed Lost,,50458958456693900000,22000,,22000,22000
11/12/15,9/29/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,17942266461715400000,27878,11405,95040,83635
12/22/15,12/10/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,86708800247330800000,17900,5370,23270,17900
12/22/15,12/17/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,52938351919348100000,17900,5370,23270,17900
12/31/15,11/12/15,0,North America,Partner - OnPremise Product,Closed Lost,2 Years,17358818352088100000,42000,36000,120000,84000
12/31/15,12/29/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,58237383703953600000,17005,6265,23270,17005
9/25/15,9/22/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,77295433284129100000,17900,       ,17900,17900
12/17/15,11/11/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,77601877231404600000,16647,2506,35800,33294
4/25/16,12/15/15,0,North America,Direct - OnPremise Product,Closed Lost,,42669311006259500000,22000,,22000,22000
1/20/16,12/9/15,0,North America,Direct - OnPremise Product,Closed Lost,,23916005628486600000,17900,,17900,17900
6/24/16,1/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,52625878076325300000,32000,,32000,32000
9/30/16,11/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,24589948765502100000,32000,,32000,32000
7/6/16,8/20/15,0,North America,Partner - OnPremise Product,Closed Lost,,98001555758090600000,75000,,75000,75000
3/1/16,11/17/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,13295377765862500000,       ,22000,22000,       
2/1/16,11/19/15,0,North America,Direct - OnPremise Product,Closed Lost,,89143094195809900000,17900,,17900,17900
2/18/16,12/2/15,0,North America,Partner - OnPremise Product,Closed Lost,,21588511342421400000,60000,,60000,60000
12/31/15,12/14/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,41039367409552200000,26294,44669,123552,78883
12/22/15,10/8/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,29726612287824100000,17900,5370,23270,17900
12/29/15,12/15/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,86659311834925700000,15573,23091,69810,46719
1/14/16,12/21/15,0,North America,Partner - OnPremise Product,Closed Lost,,77367499118541000000,17900,,17900,17900
3/31/16,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,91230219606626000000,5500,,5500,5500
4/11/16,1/19/16,0,North America,Direct - OnPremise Product,Closed Lost,,78758777250964000000,22000,,22000,22000
3/18/16,1/8/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,12967099600656400000,42000,99000,225000,126000
3/2/16,8/28/15,0,North America,Partner - OnPremise Product,Closed Lost,,14433764568492500000,32000,,32000,32000
7/6/16,10/5/15,0,North America,Direct - OnPremise Product,Closed Lost,,41628079594080700000,22000,,22000,22000
2/18/16,11/2/15,0,North America,Direct - OnPremise Product,Closed Lost,,76718002095561700000,17900,,17900,17900
1/19/16,10/7/15,0,North America,Partner - OnPremise Product,Closed Lost,,62234653218893400000,17900,,17900,17900
7/6/16,11/2/15,0,North America,Direct - OnPremise Product,Closed Lost,,45470772127770400000,32000,,32000,32000
1/19/16,8/24/15,0,North America,Direct - OnPremise Product,Closed Lost,,48598282189761800000,17900,,17900,17900
1/22/16,1/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,42350880691632600000,23000,,23000,23000
3/21/16,1/6/16,0,North America,Direct - OnPremise Product,Closed Lost,,98282542215746600000,32000,,32000,32000
2/29/16,12/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,16072855684388800000,22000,,22000,22000
6/24/16,1/19/16,0,North America,Direct - OnPremise Product,Closed Lost,2 Years,74231106710766500000,14740,14520,44000,29480
2/12/16,1/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,67906412708659100000,54000,66000,120000,54000
10/4/16,1/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,42823065849447600000,22000,,22000,22000
4/4/16,1/25/16,0,North America,Direct - OnPremise Product,Closed Lost,,51592159682452800000,65000,,65000,65000
3/22/16,1/26/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,89719831060170400000,13970,24090,66000,41910
2/3/16,2/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,99059243878252400000,32000,,32000,32000
10/4/16,2/4/16,0,North America,Partner - OnPremise Product,Closed Lost,,89931927416820100000,23000,,23000,23000
4/7/16,2/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,96152738376435500000,22000,,22000,22000
4/21/16,1/28/16,0,North America,Partner - OnPremise Product,Closed Lost,,94217785808999300000,32000,,32000,32000
3/18/16,2/3/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,54127074443214000000,18040,7920,44000,36080
3/28/16,2/3/16,0,North America,Direct - OnPremise Product,Closed Lost,,54254054224188800000,32000,,32000,32000
2/8/16,1/20/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,68763066294384300000,17600,43200,96000,52800
2/25/16,2/9/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,15358746757603900000,19800,2200,22000,19800
3/31/16,1/21/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,75416081697113100000,19712,36864,96000,59136
10/4/16,2/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,47300509419015300000,32000,,32000,32000
3/2/16,2/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,30155753663133500000,22000,,22000,22000
1/29/16,1/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,95292887800461700000,17914,5356,23270,17914
3/22/16,2/12/16,0,North America,Direct - OnPremise Product,Closed Lost,,41161874368870900000,22000,,22000,22000
4/19/16,2/17/16,0,North America,Direct - OnPremise Product,Closed Lost,,41491343816581600000,32000,,32000,32000
7/6/16,2/16/16,0,North America,Direct - OnPremise Product,Closed Lost,,73136582227264500000,22000,,22000,22000
2/19/16,2/17/16,0,North America,Direct - OnPremise Product,Closed Lost,,94798077074239400000,32000,,32000,32000
7/6/16,2/18/16,0,North America,Partner - OnPremise Product,Closed Lost,,54288240795758500000,22000,,22000,22000
6/24/16,2/18/16,0,North America,Direct - OnPremise Product,Closed Lost,,90637522395207100000,32000,,32000,32000
10/5/16,2/19/16,0,North America,Partner - OnPremise Product,Closed Lost,,82095181217306900000,60000,,60000,60000
3/18/16,2/29/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,66022612944597200000,22000,10000,32000,22000
1/4/17,2/29/16,0,North America,Partner - OnPremise Product,Closed Lost,,56273683587272100000,453198,370802,824000,453198
3/31/16,3/1/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,25428103670025500000,15000,14001,44000,29999
10/12/16,3/1/16,0,North America,Direct - OnPremise Product,Closed Lost,,89856881635945000000,22000,,22000,22000
10/4/16,3/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,13691738691333100000,32000,,32000,32000
4/7/16,3/7/16,0,North America,Direct - OnPremise Product,Closed Lost,,95632781146808100000,22000,,22000,22000
4/21/16,3/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,99449741394175900000,22000,,22000,22000
7/6/16,3/11/16,0,North America,Direct - OnPremise Product,Closed Lost,,10947710622332800000,22000,,22000,22000
3/31/16,3/15/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,10371122158186900000,20800,33600,96000,62400
3/29/16,3/17/16,0,North America,Direct - OnPremise Product,Closed Lost,3 Years,64278808008830300000,16500,16500,66000,49500
6/21/16,3/18/16,0,North America,Partner - OnPremise Product,Closed Lost,,18330585822414600000,44000,,44000,44000
7/6/16,3/18/16,0,North America,Partner - OnPremise Product,Closed Lost,,72254563446575400000,75000,,75000,75000
6/2/16,3/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,48759342565805700000,24000,16000,64000,48000
3/31/16,3/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,60345654440882100000,17600,43200,96000,52800
7/6/17,3/22/16,1,North America,Partner - Cloud Product,Closed Lost,2 Years,83241232239540800000,73500,       ,147000,147000
3/24/16,3/23/16,0,North America,Partner - OnPremise Product,Closed Lost,,75554594634037900000,22000,,22000,22000
7/6/16,3/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,10608702101736400000,32000,,32000,32000
9/23/16,3/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,98938707396466100000,24960,14080,64000,49920
8/9/16,5/18/16,0,North America,Direct - OnPremise Product,Closed Lost,,53337330301338800000,22000,,22000,22000
11/1/16,5/19/16,0,North America,Direct - OnPremise Product,Closed Lost,,40983035207781800000,50000,       ,50000,50000
1/10/17,5/20/16,0,North America,Direct - OnPremise Product,Closed Lost,,76571618408330300000,22000,,22000,22000
8/3/16,5/24/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,13969523484499000000,22000,       ,22000,22000
9/29/16,5/24/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,31189628552694600000,59702,51450,147000,95550
4/5/17,5/25/16,0,North America,Partner - OnPremise Product,Closed Lost,2 Years,76185222966133200000,18700,6600,44000,37400
7/5/16,5/25/16,0,North America,Partner - OnPremise Product,Closed Lost,,14451545870588500000,22000,,22000,22000
6/23/16,5/26/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,32043801823185500000,22700,18600,64000,45400
6/24/16,5/26/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,74397685882418700000,17380,9240,44000,34760
6/30/16,5/27/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,44814318123728400000,16500,16500,66000,49500
6/24/16,4/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,70026602201731500000,32000,,32000,32000
5/3/16,4/5/16,0,North America,Direct - OnPremise Product,Closed Lost,,87666957540100000000,22000,,22000,22000
7/6/16,4/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,89224313701397000000,32000,,32000,32000
7/13/16,4/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,63693114258252700000,32000,,32000,32000
4/19/16,4/5/16,0,North America,Direct - OnPremise Product,Closed Lost,,28394832040841900000,22000,,22000,22000
4/25/16,4/6/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,20481264202903100000,18700,6600,44000,37400
5/5/16,4/6/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,37637912230490700000,20480,34560,96000,61440
5/20/16,4/6/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,77776574759530300000,17006,9988,44000,34012
4/6/17,4/6/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,46046424871774100000,22000,,22000,22000
10/11/16,4/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,13875950886736600000,32000,,32000,32000
6/30/16,4/15/16,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,51562827034323000000,33252,33600,96000,62400
6/28/16,4/19/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,90828879011323200000,30400,1600,32000,30400
